"CUISINECODE","VIOLATIONCODE","VIOLATIONDESC","A","B","D","C","ratio","CODEDESC"
"69","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",246,6510,520720,21508,0.914867814698035,"Sandwiches"
"48","08B","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",108,25637,520720,2400,0.914007099114561,"Italian"
"62","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",213,25687,520720,4726,0.913643479222288,"Pizza"
"54","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",361,4169,520720,49564,0.909731467172831,"Mediterranean"
"77","06F","Wiping cloths soiled or not stored in sanitizing solution.",229,13090,520720,10016,0.909506439810894,"Spanish"
"77","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",314,13090,520720,13741,0.909025194850783,"Spanish"
"72","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",259,3245,520720,45819,0.907076080932238,"Seafood"
"56","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",124,3313,520720,21508,0.90615914976091,"Middle Eastern"
"81","02B","Hot food item not held at or above 140º F.",121,2836,520720,24523,0.905961629412462,"Tex-Mex"
"38","02B","Hot food item not held at or above 140º F.",109,2555,520720,24523,0.905870785626944,"Greek"
"49","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",989,18374,520720,30966,0.905131602851165,"Japanese"
"03","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",8351,125458,520720,38306,0.904852056930009,"American "
"62","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",1398,25687,520720,31331,0.904531691640917,"Pizza"
"52","02B","Hot food item not held at or above 140º F.",296,6957,520720,24523,0.903442190433166,"Korean"
"82","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",367,6843,520720,30966,0.901859061687764,"Thai"
"52","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",552,6957,520720,45819,0.901728355157446,"Korean"
"44","04A","Food Protection Certificate not held by supervisor of food operations.",131,8170,520720,9264,0.901270074813495,"Indian"
"28","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",121,1829,520720,38306,0.899309371340457,"Vietnamese/Cambodian/Malaysia"
"56","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",145,3313,520720,25370,0.898318528994545,"Middle Eastern"
"08","10I","Single service item reused, improperly stored, dispensed; not used when required.",108,16100,520720,3898,0.896107894158176,"Bakery"
"52","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",794,6957,520720,66420,0.894754489844421,"Korean"
"03","08B","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",517,125458,520720,2400,0.894098157683581,"American "
"63","04M","Live roaches present in facility's food and/or non-food areas.",266,10645,520720,14568,0.89318268754825,"Pizza/Italian"
"53","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",1133,26063,520720,25370,0.892255630368131,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"08","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",1264,16100,520720,45819,0.892236221405343,"Bakery"
"14","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",149,14860,520720,5852,0.892210644070104,"Caf/Coffee/Tea"
"72","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",141,3245,520720,25370,0.891842578831749,"Seafood"
"48","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",261,25637,520720,5960,0.889469995782627,"Italian"
"63","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",461,10645,520720,25370,0.888871641925894,"Pizza/Italian"
"48","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2901,25637,520720,66420,0.887127235615558,"Italian"
"48","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",138,25637,520720,3160,0.887011108845355,"Italian"
"51","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",114,2638,520720,25370,0.886980049326077,"Juice, Smoothies, Fruit Salads"
"52","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",189,6957,520720,15954,0.886695433069947,"Korean"
"03","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",673,125458,520720,3160,0.883962578832676,"American "
"62","04M","Live roaches present in facility's food and/or non-food areas.",634,25687,520720,14568,0.882226701297226,"Pizza"
"77","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",353,13090,520720,15954,0.880176420118459,"Spanish"
"03","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",5379,125458,520720,25370,0.880008720181694,"American "
"72","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",210,3245,520720,38306,0.879715102543407,"Seafood"
"49","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2059,18374,520720,66420,0.878532883631994,"Japanese"
"22","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",146,1303,520720,66420,0.878443487257419,"Chinese/Japanese"
"53","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2920,26063,520720,66420,0.878342373400159,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"35","06F","Wiping cloths soiled or not stored in sanitizing solution.",125,7409,520720,10016,0.877122720532019,"French"
"61","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",211,1886,520720,66420,0.877094028392858,"Peruvian"
"53","10H","Proper sanitization not provided for utensil ware washing operation.",383,26063,520720,8727,0.876826471028911,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"82","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",361,6843,520720,31331,0.876780058891678,"Thai"
"69","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",543,6510,520720,49564,0.876307949094909,"Sandwiches"
"20","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",599,60880,520720,5852,0.875491874471749,"Chinese"
"48","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2133,25637,520720,49564,0.874100889718953,"Italian"
"05","04A","Food Protection Certificate not held by supervisor of food operations.",119,7654,520720,9264,0.873904982911618,"Asian"
"52","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",251,6957,520720,21508,0.873486000469047,"Korean"
"05","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",402,7654,520720,31331,0.872906238109993,"Asian"
"14","10D","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",124,14860,520720,4979,0.872700064361841,"Caf/Coffee/Tea"
"63","04A","Food Protection Certificate not held by supervisor of food operations.",165,10645,520720,9264,0.871252406320805,"Pizza/Italian"
"62","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",189,25687,520720,4401,0.870565211545025,"Pizza"
"55","10I","Single service item reused, improperly stored, dispensed; not used when required.",120,18419,520720,3898,0.870317310986037,"Mexican"
"14","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",1230,14860,520720,49564,0.869609373277374,"Caf/Coffee/Tea"
"27","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",495,9590,520720,30966,0.86797205074798,"Delicatessen"
"14","06F","Wiping cloths soiled or not stored in sanitizing solution.",248,14860,520720,10016,0.867646489707988,"Caf/Coffee/Tea"
"03","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",673,125458,520720,3221,0.867221902859751,"American "
"47","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",101,4422,520720,13741,0.865542812760367,"Irish"
"55","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",191,18419,520720,6240,0.865340416320383,"Mexican"
"08","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",838,16100,520720,31331,0.86506381174282,"Bakery"
"53","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.",153,26063,520720,3536,0.864488119025202,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"56","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",252,3313,520720,45819,0.864445776870021,"Middle Eastern"
"17","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",837,16100,520720,31331,0.86403151602475,"Caribbean"
"82","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",754,6843,520720,66420,0.863833800141629,"Thai"
"55","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2029,18419,520720,66420,0.863617405138466,"Mexican"
"55","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.",108,18419,520720,3536,0.86347488416324,"Mexican"
"47","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",186,4422,520720,25370,0.863332315382275,"Irish"
"77","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1441,13090,520720,66420,0.863037608900832,"Spanish"
"35","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",264,7409,520720,21508,0.862677682193065,"French"
"70","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",194,3057,520720,38306,0.8626681130024,"Sandwiches/Salads/Mixed Buffet"
"35","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",815,7409,520720,66420,0.862389383030616,"French"
"51","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",135,2638,520720,30966,0.860553997519449,"Juice, Smoothies, Fruit Salads"
"77","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",668,13090,520720,30966,0.858135690555308,"Spanish"
"14","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",336,14860,520720,13741,0.856853128777402,"Caf/Coffee/Tea"
"44","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",289,8170,520720,21508,0.856406622431231,"Indian"
"28","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",199,1829,520720,66420,0.852991607493379,"Vietnamese/Cambodian/Malaysia"
"52","04M","Live roaches present in facility's food and/or non-food areas.",166,6957,520720,14568,0.852884870480366,"Korean"
"53","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",1955,26063,520720,45819,0.852473740200955,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"08","04A","Food Protection Certificate not held by supervisor of food operations.",244,16100,520720,9264,0.851862817665927,"Bakery"
"61","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",141,1886,520720,45819,0.849642202962984,"Peruvian"
"14","09C","Food contact surface not properly maintained.",165,14860,520720,6806,0.849527512933921,"Caf/Coffee/Tea"
"14","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",615,14860,520720,25370,0.849454453628691,"Caf/Coffee/Tea"
"14","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",923,14860,520720,38306,0.844345796851998,"Caf/Coffee/Tea"
"56","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",265,3313,520720,49564,0.840354148360848,"Middle Eastern"
"44","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",874,8170,520720,66420,0.838677058605211,"Indian"
"02","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",197,1843,520720,66420,0.838004360027925,"African"
"03","06F","Wiping cloths soiled or not stored in sanitizing solution.",2022,125458,520720,10016,0.837901048768176,"American "
"49","09C","Food contact surface not properly maintained.",201,18374,520720,6806,0.836959916113946,"Japanese"
"48","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.",136,25637,520720,3306,0.835551290445522,"Italian"
"27","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",588,9590,520720,38306,0.833481900073972,"Delicatessen"
"08","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",411,16100,520720,15954,0.8332026003331,"Bakery"
"48","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.",145,25637,520720,3536,0.832899882928679,"Italian"
"08","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",797,16100,520720,30966,0.832437419842961,"Bakery"
"53","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",1290,26063,520720,30966,0.832308740399299,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"48","04J","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",257,25637,520720,6272,0.832269786254401,"Italian"
"03","02C","Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65º F or above within 2 hours.",110,125458,520720,550,0.830110475218798,"American "
"44","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",207,8170,520720,15954,0.826957060913652,"Indian"
"39","04M","Live roaches present in facility's food and/or non-food areas.",177,7663,520720,14568,0.825617265703252,"Hamburgers"
"49","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.",103,18374,520720,3536,0.825516037564392,"Japanese"
"14","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",147,14860,520720,6240,0.825502122372916,"Caf/Coffee/Tea"
"48","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",238,25637,520720,5860,0.824928667384397,"Italian"
"62","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",875,25687,520720,21508,0.824705513540537,"Pizza"
"48","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",873,25637,520720,21508,0.824425224233889,"Italian"
"77","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",194,13090,520720,9381,0.822653985279317,"Spanish"
"83","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",160,1533,520720,66420,0.818244726623536,"Turkish"
"27","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",141,9590,520720,9381,0.816123020161778,"Delicatessen"
"78","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",139,1797,520720,49564,0.812652046490921,"Steak"
"55","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",884,18419,520720,30966,0.807059150990775,"Mexican"
"05","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",787,7654,520720,66420,0.806105086861628,"Asian"
"50","04A","Food Protection Certificate not held by supervisor of food operations.",108,7532,520720,9264,0.805970518877659,"Jewish/Kosher"
"03","10D","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",966,125458,520720,4979,0.8052688482239,"American "
"51","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",202,2638,520720,49564,0.804478586251644,"Juice, Smoothies, Fruit Salads"
"03","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",1810,125458,520720,9381,0.800820786774344,"American "
"81","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",135,2836,520720,30966,0.800473006155256,"Tex-Mex"
"50","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",159,7532,520720,13741,0.799968215568937,"Jewish/Kosher"
"20","08B","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",224,60880,520720,2400,0.798300481822164,"Chinese"
"62","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",997,25687,520720,25370,0.796646337594423,"Pizza"
"18","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",521,7442,520720,45819,0.795621864865738,"Chicken"
"48","10D","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",195,25637,520720,4979,0.795480504016154,"Italian"
"70","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",231,3057,520720,49564,0.793879251211883,"Sandwiches/Salads/Mixed Buffet"
"43","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",120,3670,520720,21508,0.791624838663416,"Ice Cream, Gelato, Yogurt, Ices"
"53","09A","Canned food product observed dented and not segregated from other consumable food items.",108,26063,520720,2734,0.789232752409256,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"29","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",437,6303,520720,45819,0.787939335566243,"Donuts"
"82","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",221,6843,520720,21508,0.781897751832453,"Thai"
"49","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",439,18374,520720,15954,0.779821992582654,"Japanese"
"70","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",116,3057,520720,25370,0.77883658136969,"Sandwiches/Salads/Mixed Buffet"
"14","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",354,14860,520720,15954,0.777533524630284,"Caf/Coffee/Tea"
"20","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2799,60880,520720,30966,0.773120882103495,"Chinese"
"39","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",181,7663,520720,15954,0.770929066243579,"Hamburgers"
"49","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",162,18374,520720,5960,0.770316678878748,"Japanese"
"62","10H","Proper sanitization not provided for utensil ware washing operation.",331,25687,520720,8727,0.768871725817884,"Pizza"
"99","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",137,1881,520720,49564,0.765190697866791,"Other"
"53","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",358,26063,520720,9381,0.762454172086518,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"30","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",101,1507,520720,45819,0.761669865326382,"Eastern European"
"43","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",166,3670,520720,30966,0.760608497216161,"Ice Cream, Gelato, Yogurt, Ices"
"63","06F","Wiping cloths soiled or not stored in sanitizing solution.",155,10645,520720,10016,0.757000166572376,"Pizza/Italian"
"05","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",239,7654,520720,21508,0.755985862225462,"Asian"
"62","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.",123,25687,520720,3306,0.754211473782136,"Pizza"
"54","02B","Hot food item not held at or above 140º F.",148,4169,520720,24523,0.753807546035444,"Mediterranean"
"30","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",144,1507,520720,66420,0.749125580174183,"Eastern European"
"20","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",276,60880,520720,3160,0.747053344200669,"Chinese"
"20","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2735,60880,520720,31331,0.746642468818064,"Chinese"
"08","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",135,16100,520720,5852,0.746118543111024,"Bakery"
"63","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",327,10645,520720,21508,0.743714617685595,"Pizza/Italian"
"62","06F","Wiping cloths soiled or not stored in sanitizing solution.",367,25687,520720,10016,0.742784138518869,"Pizza"
"63","09C","Food contact surface not properly maintained.",103,10645,520720,6806,0.740293391830793,"Pizza/Italian"
"35","04M","Live roaches present in facility's food and/or non-food areas.",153,7409,520720,14568,0.738135617152032,"French"
"50","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",169,7532,520720,15954,0.73233714747211,"Jewish/Kosher"
"62","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",495,25687,520720,13741,0.730260368797346,"Pizza"
"17","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",211,16100,520720,9381,0.727464327592246,"Caribbean"
"20","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",530,60880,520720,6240,0.726475369790087,"Chinese"
"27","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",213,9590,520720,15954,0.724929323002799,"Delicatessen"
"08","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",307,16100,520720,13741,0.72260076725545,"Bakery"
"53","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",170,26063,520720,4726,0.718679171691615,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"18","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",318,7442,520720,30966,0.718549354171126,"Chicken"
"29","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",331,6303,520720,38306,0.713868371876099,"Donuts"
"72","02B","Hot food item not held at or above 140º F.",109,3245,520720,24523,0.713251111641554,"Seafood"
"03","05F","Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.",142,125458,520720,827,0.712670420079017,"American "
"20","99B","Other general violation.",187,60880,520720,2257,0.708662843063222,"Chinese"
"70","02B","Hot food item not held at or above 140º F.",102,3057,520720,24523,0.708492722199428,"Sandwiches/Salads/Mixed Buffet"
"69","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",141,6510,520720,15954,0.706924111890811,"Sandwiches"
"48","02B","Hot food item not held at or above 140º F.",848,25637,520720,24523,0.702359254621872,"Italian"
"27","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",177,9590,520720,13741,0.699424076534615,"Delicatessen"
"63","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",228,10645,520720,15954,0.699075129866379,"Pizza/Italian"
